institution_id,institution_display_name,institution_type,institution_country_code,simplified_institution_category,target_firm_label
I189643551,Hanoi Medical University,education,VN,education,Other
I4210135483,Beijing Institute of Graphic Communication,education,CN,education,Other
I4210120842,Shenyang Institute of Computing Technology (China),company,CN,company,Other
I181361081,Longyan University,education,CN,education,Other
I36819085,Northwest University,education,US,education,Other
I4210117164,Luoyang Normal University,education,CN,education,Other
I4210104472,Zhejiang Technical Institute of Economics,education,CN,education,Other
I4210156066,State Key Laboratory of Chemical Engineering,facility,CN,research_institute,Other
I4210123583,Weihai Municipal Hospital,healthcare,CN,healthcare,Other
I4210138016,Weihai Chest Hospital,healthcare,CN,healthcare,Other
I4210158823,Weihai Science and Technology Bureau,government,CN,government,Other
I4210164449,Liaoning Ocean and Fisheries Research Institute,facility,CN,research_institute,Other
I4210089056,Beijing Microelectronics Technology Institute,other,CN,unknown,Other
I4210151178,System Simulation (United Kingdom),company,GB,company,Other
I4210116398,Applied GeoSolutions (United States),company,US,company,Other
I4210159876,Institute of Physics,facility,CN,research_institute,Other
I43566213,National Taipei University of Business,education,TW,education,Other
I4210110024,Institute of Applied Ecology,facility,CN,research_institute,Other
I2800287464,State Administration of Cultural Heritage,government,CN,government,Other
I4210157642,Institute of Automation,facility,DE,research_institute,Other
I4210145386,National Intelligence University,education,US,education,Other
I1298563314,ActionAid,nonprofit,US,nonprofit,Other
I4210093880,Research for Action,nonprofit,US,nonprofit,Other
I4210134275,Beijing Institute of Architectural Design (China),company,CN,company,Other
I125485651,University Frères Mentouri Constantine 1,education,DZ,education,Other
I142910587,University of Salento,education,IT,education,Other
I4210096856,Innovation Engineering (Italy),company,IT,company,Other
I4880106,Feng Chia University,education,TW,education,Other
I4210142167,DigitalSpace (United States),company,US,company,Other
I4210100562,Centre de Nanosciences et de Nanotechnologies,facility,FR,research_institute,Other
I4210157972,Chongqing Municipal Government,government,CN,government,Other
I4388482679,USC Institute for Creative Technologies,facility,,research_institute,Other
I58152225,Texas A&M University at Qatar,education,QA,education,Other
I4210107353,NEC (United States),company,US,company,Other
I94948490,B.S. Abdur Rahman Crescent Institute of Science & Technology,education,IN,education,Other
I4210115078,Middle Technical University,education,IQ,education,Other
I88155538,Universidad de Navarra,education,ES,education,Other
I4210128808,University of Samarra,education,IQ,education,Other
I39244652,"Indian Institute of Information Technology, Design and Manufacturing, Kancheepuram",education,IN,education,Other
I90329211,Ulyanovsk State Technical University,education,RU,education,Other
I16718484,Hess (United States),company,US,company,Other
I4394709116,UNSW Canberra,education,,education,Other
I65146876,"Quaid-e-Awam University of Engineering, Science and Technology",education,PK,education,Other
I149313025,"Vignan's Foundation for Science, Technology & Research",education,IN,education,Other
I118347220,NEC (Japan),company,JP,company,Other
I4210105984,Guangdong Provincial Hospital of Traditional Chinese Medicine,healthcare,CN,healthcare,Other
I4210124522,Institute for Computational Linguistics “A. Zampolli”,facility,IT,research_institute,Other
I2803095145,Safe Horizon,nonprofit,US,nonprofit,Other
I156971308,Hokkaido University of Education,education,JP,education,Other
I4210096456,Phranakhon Rajabhat University,education,TH,education,Other
I4210122261,Swiss Data Science Center,education,CH,education,Other
I153151563,Harrisburg University of Science and Technology,education,US,education,Other
I4210089896,Indian Institute of Information Technology Guwahati,education,IN,education,Other
I4210143161,IDEX Corporation (United States),company,US,company,Other
I72427458,JDSU (United States),company,US,company,Other
I114564095,University of Ouargla,education,DZ,education,Other
I63341726,Université du Québec à Trois-Rivières,education,CA,education,Other
I4210126530,Data Assurance and Communication Security,facility,CN,research_institute,Other
I197250369,General Sir John Kotelawala Defence University,education,LK,education,Other
I4210137247,Sri Lanka College of Obstetricians & Gynaecologists,healthcare,LK,healthcare,Other
I1295121038,Leeds General Infirmary,healthcare,GB,healthcare,Other
I4401726890,Al-Kunooze University,education,IQ,education,Other
I4210123264,Iraq University College,education,IQ,education,Other
I2801460691,Al-Turath University,education,IQ,education,Other
I4387153096,Computer Vision Center,other,,unknown,Other
I4210155230,Samsung (China),company,CN,company,Other
I4210108542,Schlumberger (Ireland),company,IE,company,Other
I4210149301,AgriBio,facility,AU,research_institute,Other
I4210144831,Photon Systems Instruments (Czechia),company,CZ,company,Other
I108160477,Hebei Agricultural University,education,CN,education,Other
I1315279114,Zhejiang Wanli University,education,CN,education,Other
I2800372957,China Electronics Technology Group Corporation,company,CN,company,Other
I4210100786,Swiss School of Public Health,education,CH,education,Other
I4403386594,Ajeenkya DY Patil University,education,,education,Other
I1296725772,University of Engineering & Management,education,IN,education,Other
I6498739,Indian Statistical Institute,education,IN,education,Other
I31637741,Inner Mongolia University of Science and Technology,education,CN,education,Other
I4210160794,Baotou Medical College,healthcare,CN,healthcare,Other
I116891498,Siddhartha Medical College,education,IN,education,Other
I175691731,Pondicherry University,education,IN,education,Other
I65832422,Duksung Women's University,education,KR,education,Other
I149461666,Ca' Foscari University of Venice,education,IT,education,Other
I119916105,Augsburg University,education,US,education,Other
I2802007660,University Hospital Augsburg,healthcare,DE,healthcare,Other
I54459138,University of Salford,education,GB,education,Other
I1308893265,Shaheed Benazir Bhutto University,education,PK,education,Other
I4387156293,Aljanad University for Science and Technology,education,,education,Other
I290407205,Meenakshi Academy of Higher Education and Research,education,IN,education,Other
I157674215,Presidency University,education,IN,education,Other
I4210095273,Institut des Textes et Manuscrits Modernes,facility,FR,research_institute,Other
I4210158006,Société Francophone du Diabète,nonprofit,FR,nonprofit,Other
I78826914,Moscow State Linguistic University,education,RU,education,Other
I114845381,National Institute of Technology Calicut,education,IN,education,Other
I4210147734,Hebei Mental Health Center,healthcare,CN,healthcare,Other
I4210102737,Khwaja Fareed University of Engineering and Information Technology,education,PK,education,Other
I42775652,Link Campus University,education,IT,education,Other
I158934434,Zhongnan University of Economics and Law,education,CN,education,Other
I4210132248,Varsha Bioscience and Technology (India),company,IN,company,Other
I154851008,Indian Institute of Technology Roorkee,education,IN,education,Other
I50050410,French University of Egypt,education,EG,education,Other
I186217134,Future University in Egypt,education,EG,education,Other
I4210104323,Velammal Medical College Hospital and Research Institute,healthcare,IN,healthcare,Other
I4210087516,Gunadarma University,education,ID,education,Other
I1301390666,Qatar Airways (Qatar),company,QA,company,Other
I4210100151,Institut d'Électronique et des Technologies du numéRique,facility,FR,research_institute,Other
I72375662,Osaka Institute of Technology,education,JP,education,Other
I4210131908,Jeonbuk National University Hospital,healthcare,KR,healthcare,Other
I193073490,Siksha O Anusandhan University,education,IN,education,Other
I4210093776,DHC Software (China),company,CN,company,Other
I4210113636,Abdul Latif Jameel Poverty Action Lab,facility,US,research_institute,Other
I2799849604,Cleveland Foundation,nonprofit,US,nonprofit,Other
I4210091825,Patel Hospital,healthcare,IN,healthcare,Other
I112471378,Central University of Tamil Nadu,education,IN,education,Other
I117381506,Thiruvalluvar University,education,IN,education,Other
I4210130415,Open International University for Alternative Medicines,education,IN,education,Other
I102117144,Banasthali University,education,IN,education,Other
I102401767,University of Arkansas at Little Rock,education,US,education,Other
I4210159731,LIP6,facility,FR,research_institute,Other
I4403386760,Laboratoire Informatique Paris Descartes,facility,FR,research_institute,Other
I4210086826,Hewlett-Packard (France),company,FR,company,Other
I106245021,Çankaya University,education,TR,education,Other
I154023281,British University in Egypt,education,EG,education,Other
I4210118062,Center for Southeast Asian Studies,facility,FR,research_institute,Other
I4210100742,Institute for Space Astrophysics and Planetology,facility,IT,research_institute,Other
I4210160382,"Istituto Nazionale di Fisica Nucleare, Sezione di Pisa",facility,IT,research_institute,Other
I2799986158,Arcetri Astrophysical Observatory,facility,IT,research_institute,Other
I4210136460,Astronomical Institute of the Slovak Academy of Sciences,facility,SK,research_institute,Other
I2802106081,Observatoire astronomique de Strasbourg,facility,FR,research_institute,Other
I2800313864,Astronomical Observatory of Rome,facility,IT,research_institute,Other
I4210105504,Osservatorio Astrofisico di Torino,facility,IT,research_institute,Other
I2800530175,Agenzia Spaziale Italiana,government,IT,government,Other
I4210107374,OHB (Italy),company,IT,company,Other
I4210114008,Laboratory for Atmospheric and Space Physics,facility,US,research_institute,Other
I4210165438,Yamagata University Hospital,healthcare,JP,healthcare,Other
I99574509,Bangladesh Atomic Energy Commission,government,BD,government,Other
I3132220783,Varendra University,education,BD,education,Other
I17477748,Rajshahi University of Engineering and Technology,education,BD,education,Other
I923003605,Jashore University of Science and Technology,education,BD,education,Other
I252758333,Govind Ballabh Pant University of Agriculture and Technology,education,IN,education,Other
I116943215,Dr. A.P.J. Abdul Kalam Technical University,education,IN,education,Other
I4387154809,ABES Engineering College,education,,education,Other
I4210127487,Vision Technology (United States),company,US,company,Other
