author_id,publication_year,institution_ids,institution_names,institution_categories
A5007524571,2024,I150744194,Waseda University,education
A5023595778,2024,I150744194,Waseda University,education
A5101981128,2024,I14243506;I157773358,Hong Kong Polytechnic University;Sun Yat-sen University,education
A5016086371,2024,I78577930,Columbia University,education
A5078693030,2024,I78577930,Columbia University,education
A5002066189,2024,I99065089,Tsinghua University,education
A5103072224,2024,I99065089,Tsinghua University,education
A5100462845,2024,I99065089,Tsinghua University,education
A5020672096,2024,I99065089,Tsinghua University,education
A5114911316,2024,I99065089,Tsinghua University,education
A5053272278,2024,,,unknown
A5108531115,2024,,,unknown
A5057828485,2024,I102322142,"Rutgers, The State University of New Jersey",education
A5100685181,2024,I102322142,"Rutgers, The State University of New Jersey",education;unknown
A5040605157,2024,I102322142,"Rutgers, The State University of New Jersey",education
A5042013742,2024,I102322142,"Rutgers, The State University of New Jersey",education;unknown
A5020526977,2024,I102322142,"Rutgers, The State University of New Jersey",education
A5002064919,2024,I102322142,"Rutgers, The State University of New Jersey",education
A5100329828,2024,I102322142,"Rutgers, The State University of New Jersey",education;unknown
A5021946392,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5101464055,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5076515960,2024,I60922564,Naver (South Korea),company
A5079709359,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5058102147,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5016069745,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5101958069,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5056528178,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5054741665,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5065642794,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5065953312,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5100460391,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5027217056,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5100392130,2024,I157773358;I4210128921,"Sun Yat-sen University;The First Affiliated Hospital, Sun Yat-sen University",education;healthcare
A5100460283,2024,I205783295,Cornell University,education
A5089981310,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5098898345,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5049914558,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5000985327,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5027471083,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5102026299,2024,I200769079;I889458895,Hong Kong University of Science and Technology;University of Hong Kong,education
A5101862104,2024,I200769079;I4210159029;I889458895,Guangzhou HKUST Fok Ying Tung Research Institute;Hong Kong University of Science and Technology;University of Hong Kong,education;research_institute;unknown
A5001129714,2024,I3018134672;I4210112925,Helmholtz Zentrum München;Max Planck Institute for Biological Cybernetics,research_institute;unknown
A5103072574,2024,I100191712,Pepperdine University,education
A5072392665,2024,I100191712,Pepperdine University,education
A5012755847,2024,I161318765,"University of California, Los Angeles",education
A5032953839,2024,I161318765,"University of California, Los Angeles",education
A5032556810,2024,I161318765,"University of California, Los Angeles",education
A5103023439,2024,I103635307,"University of California, Riverside",education
A5042438173,2024,I100191712,Pepperdine University,education
A5048085772,2024,I161318765,"University of California, Los Angeles",education
A5100353145,2024,I126520041,University of Science and Technology of China,education
A5024080570,2024,I201448701,University of Washington,education;unknown
A5100357392,2024,I126520041,University of Science and Technology of China,education
A5100381754,2024,I126520041,University of Science and Technology of China,education
A5046305086,2024,I126520041,University of Science and Technology of China,education;unknown
A5045967484,2024,I223822909;I2802164966;I4210105615,Central Institute of Mental Health;Heidelberg University;University Hospital Heidelberg,education;healthcare
A5006015276,2024,I223822909;I2802164966;I4210105615,Central Institute of Mental Health;Heidelberg University;University Hospital Heidelberg,education;healthcare
A5019797607,2024,I223822909;I2802164966;I4210105615,Central Institute of Mental Health;Heidelberg University;University Hospital Heidelberg,education;healthcare
A5015834454,2024,I1174212;I165143802,The University of Queensland;University of Southern California,education
A5100706807,2024,I115475287,Oklahoma State University,education
A5060706069,2024,I150468666,Emory University,education
A5051497691,2024,I150468666,Emory University,education
A5004750246,2024,I36234482,University of Bristol,education
A5048472635,2024,I130769515,Pennsylvania State University,education
A5082809671,2024,I36234482,University of Bristol,education
A5073915674,2024,I130769515,Pennsylvania State University,education
A5088393129,2024,I91045830,Texas A&M University,education
A5101245941,2024,I172675005,Nanyang Technological University,education
A5071433046,2024,I172675005,Nanyang Technological University,education
A5104344594,2024,I74973139,Carnegie Mellon University,education
A5033913299,2024,,,unknown
A5070442264,2024,,,unknown
A5004225142,2024,I74973139,Carnegie Mellon University,education
A5068811427,2024,I74973139,Carnegie Mellon University,education;unknown
A5095044978,2024,I891191580,Aalborg University,education
A5003389081,2024,I891191580,Aalborg University,education
A5013472329,2024,I891191580,Aalborg University,education
A5015313855,2024,I145847075,TU Wien,education
A5062670137,2024,I1174212;I2800817003,California Southern University;University of Southern California,education
A5089034938,2024,I1174212;I2800817003,California Southern University;University of Southern California,education
A5102566425,2024,I1174212;I2800817003,California Southern University;University of Southern California,education
A5041549115,2024,I1174212;I2800817003,California Southern University;University of Southern California,education
A5100351175,2024,I1174212;I2800817003,California Southern University;University of Southern California,education
A5042217917,2024,I51226738,Dong-A University,education
A5016261627,2024,I8991828,Pukyong National University,education
A5057491309,2024,I51226738,Dong-A University,education
A5114777024,2024,I155660961,University of Turku,education
A5007049214,2024,I155660961,University of Turku,education
A5004931949,2024,I155660961,University of Turku,education
A5055846108,2024,I155660961,University of Turku,education
A5044762127,2024,I200769079,Hong Kong University of Science and Technology,education
A5103117090,2024,I200769079,Hong Kong University of Science and Technology,education
A5108713482,2024,I200769079,Hong Kong University of Science and Technology,education
A5038979005,2024,I200769079,Hong Kong University of Science and Technology,education
A5063294279,2024,I200769079,Hong Kong University of Science and Technology,education
A5075229879,2024,I177725633;I4391012619,Chinese University of Hong Kong;Shanghai Artificial Intelligence Laboratory,education;research_institute
A5006555821,2024,I76130692,Zhejiang University,education
A5101521590,2024,I4391012619,Shanghai Artificial Intelligence Laboratory,research_institute
A5101537282,2024,I4391012619,Shanghai Artificial Intelligence Laboratory,research_institute
A5114177727,2024,I4391012619,Shanghai Artificial Intelligence Laboratory,research_institute
A5010087030,2024,I172675005;I177725633;I4210100255;I4210122302;I4391012619;I881766915,Beijing Academy of Artificial Intelligence;Chinese University of Hong Kong;Nanjing University;Nanyang Technological University;ShangHai JiAi Genetics & IVF Institute;Shanghai Artificial Intelligence Laboratory,education;healthcare;research_institute;unknown
A5073565150,2024,,,unknown
A5047523675,2024,,,unknown
A5085594669,2024,,,unknown
A5012862284,2024,,,unknown
A5048352740,2024,,,unknown
A5113221769,2024,,,unknown
A5100689434,2024,,,unknown
A5028785687,2024,,,unknown
A5000563408,2024,,,unknown
A5112707217,2024,,,unknown
A5103476220,2024,,,unknown
A5057918643,2024,,,unknown
A5078165161,2024,,,unknown
A5112578541,2024,,,unknown
A5090741524,2024,,,unknown
A5081017702,2024,,,unknown
A5108783365,2024,,,unknown
A5008323891,2024,,,unknown
A5103000631,2024,,,unknown
A5100567405,2024,,,unknown
A5102636896,2024,,,unknown
A5072531717,2024,,,unknown
A5027659363,2024,,,unknown
A5100747794,2024,,,unknown
A5100437976,2024,I24943067;I4210100255;I4391012619,Beijing Academy of Artificial Intelligence;Fudan University;Shanghai Artificial Intelligence Laboratory,education;research_institute;unknown
A5100831544,2024,,,unknown
A5102562052,2024,,,unknown
A5075214885,2024,,,unknown
A5102732054,2024,I162577319,The University of Texas at Dallas,education;unknown
A5078324582,2024,I14243506,Hong Kong Polytechnic University,education
A5086771045,2024,I14243506,Hong Kong Polytechnic University,education
A5040046000,2024,I129604602,The University of Sydney,education
A5068791753,2024,I14243506;I4210148632,Bidar Organization for Medicinal and Aromatic plants;Hong Kong Polytechnic University,education;nonprofit
A5085698673,2024,I76130692,Zhejiang University,education
A5100366084,2024,I172675005,Nanyang Technological University,education
A5055228684,2024,I129604602,The University of Sydney,education
A5009280942,2024,I129604602,The University of Sydney,education
A5004242998,2024,I129604602,The University of Sydney,education
A5007803354,2024,,,unknown
A5094008567,2024,,,unknown
A5028476919,2024,,,unknown
A5093526502,2024,,,unknown
A5100606669,2024,I4210134763,Thrombosis Research Institute,nonprofit
A5044442880,2024,,,unknown
A5019136836,2024,I177802217,University of Mannheim,education
A5060898370,2024,I4210101898,GESIS - Leibniz-Institute for the Social Sciences,research_institute
A5044130443,2024,I4210101898;I4210112164;I4210113124;I887968799,Complexity Science Hub;GESIS - Leibniz-Institute for the Social Sciences;Human Factors (Norway);RWTH Aachen University,company;education;nonprofit;research_institute
A5011077465,2024,I4210101898,GESIS - Leibniz-Institute for the Social Sciences,research_institute
A5071422618,2024,I177802217;I4210101898;I4210112164,Complexity Science Hub;GESIS - Leibniz-Institute for the Social Sciences;University of Mannheim,education;nonprofit;research_institute
A5087929857,2024,,,unknown
A5015441797,2024,,,unknown
A5052593379,2024,,,unknown
A5108541589,2024,I63966007,Massachusetts Institute of Technology,education;unknown
A5004281470,2024,,,unknown
A5026429870,2024,,,unknown
A5078869684,2024,I123431417,Scripps Research Institute,nonprofit
A5084515381,2024,I123431417,Scripps Research Institute,nonprofit;unknown
