id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,primary_institution_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,all_institution_names_this_year,all_target_firm_labels_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5042379476,A5042379476,Hejian Zhang,Tianjin University of Science and Technology,I132369690,education,education,Other,Tianjin University of Science and Technology,education,Other,Tianjin Institute of Industrial Biotechnology;Tianjin University of Science and Technology,Other,True,True,1,2024,0.0007937249042861144,17.0,0.0,2.700353972022272e-46,658
A5042385641,A5042385641,Xinyuan Zhang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.143644391775941e-67,1249
A5042387346,A5042387346,Ziqiao Wang,University of Ottawa,I153718931,education,education,Other,University of Ottawa,education,Other,University of Ottawa,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,721
A5042389036,A5042389036,Xin‐Yang Liu,University of Notre Dame,I107639228,education,education,Other,University of Notre Dame,education,Other,University of Notre Dame,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,2.676781072252993e-72,1898
A5042394235,A5042394235,Jiawen Huang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0019142777103370995,41.0,0.0,6.678697810822854e-11,32
A5042402520,A5042402520,Junbo Zhao,Zhejiang University,I76130692,education,education,Other,Zhejiang University,education,Other,Zhejiang University,Other,False,False,2,2024,0.0004202073022691194,9.0,0.0,7.607841575704532e-75,1899
A5042408560,A5042408560,Shuai Shao,Zhejiang Lab,I4210123185,facility,research_institute,Other,Zhejiang Lab,research_institute,Other,Zhejiang Lab,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,1900
A5042411312,A5042411312,Kai Kohlhoff,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Google (United States),Google / Google DeepMind / DeepMind,False,False,1,2024,0.0007937249042861144,17.0,0.0,2.999421860304033e-10,240
A5042417097,A5042417097,Haoxiang Wang,,,,unknown,Other,,unknown,Other,,,False,False,3,2024,0.0013073116070594826,29.0,0.0007818623833983212,5.928807726590631e-10,280
A5042418453,A5042418453,Sonia Jaffe,Microsoft Research (United Kingdom),I4210164937,company,company,Microsoft,Microsoft Research (United Kingdom),company,Microsoft,Microsoft Research (United Kingdom),Microsoft,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,1381
A5042419848,A5042419848,Xiaohuan Zhou,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,1901
A5042424184,A5042424184,Srimat Chakradhar,Princeton University,I20089843,education,education,Other,Princeton University,education,Other,Princeton University,Other,False,False,2,2024,0.00032682790176487064,7.0,0.0,1.1428465941909403e-79,1902
A5042427437,A5042427437,Mia Gisselbaek,University Hospital of Geneva,I4210106256,healthcare,healthcare,Other,University Hospital of Geneva,healthcare,Other,University Hospital of Geneva,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.143644391775941e-67,1399
A5042429449,A5042429449,Weiyang Wang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,1903
A5042431726,A5042431726,Alex John London,Carnegie Mellon University,I74973139,education,education,Other,Carnegie Mellon University,education,Other,Carnegie Mellon University,Other,False,False,1,2024,0.0010738631057988608,23.0,0.0,9.359985602060959e-06,155
A5042435927,A5042435927,Giles Richardson,University of Southampton,I43439940,education,education,Other,University of Southampton,education,Other,University of Southampton,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,537
A5042438173,A5042438173,Fabien Scalzo,Pepperdine University,I100191712,education,education,Other,Pepperdine University,education,Other,Pepperdine University,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,979
A5042439936,A5042439936,Janik Ole Wecks,Concordia University,I161856759,education,education,Other,Concordia University,education,Other,Concordia University;University of Bremen,Other,True,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1026
A5042442863,A5042442863,Miloš Vukadinovic,"University of California, Los Angeles",I161318765,education,education,Other,"University of California, Los Angeles",education,Other,"Cedars-Sinai Medical Center;Cedars-Sinai Smidt Heart Institute;University of California, Los Angeles",Other,True,True,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1904
A5042452580,A5042452580,Weizheng Wang,City University of Hong Kong,I168719708,education,education,Other,City University of Hong Kong,education,Other,City University of Hong Kong,Other,False,False,2,2024,0.0007003455037818657,15.0,0.0,1.1803965474580483e-58,429
A5042468232,A5042468232,Jiazhen Gu,Chinese University of Hong Kong,I177725633,education,education,Other,Chinese University of Hong Kong,education,Other,Chinese University of Hong Kong,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.4531323309014462e-16,141
A5042475887,A5042475887,Mahbod Issaiy,University of Tehran,I23946033,education,education,Other,University of Tehran,education,Other,University of Tehran,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.143644391775941e-67,1717
A5042481051,A5042481051,Lars Höft,Leibniz Institute for Science and Mathematics Education,I4210085968,facility,research_institute,Other,Leibniz Institute for Science and Mathematics Education,research_institute,Other,Leibniz Institute for Science and Mathematics Education,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,800
A5042488652,A5042488652,Moe Kayali,University of Washington,I201448701,education,education,Other,University of Washington,education,Other,University of Washington,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,222
A5042489447,A5042489447,Wenjia He,King Abdullah University of Science and Technology,I71920554,education,education,Other,King Abdullah University of Science and Technology,education,Other,King Abdullah University of Science and Technology,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,7.796107577324893e-15,28
A5042491172,A5042491172,Kristina Keitel,University Hospital of Bern,I2801112126,healthcare,healthcare,Other,University Hospital of Bern,healthcare,Other,University Hospital of Bern,Other,False,False,1,2024,0.0018208983098328508,39.0,0.0,1.1534926463344007e-21,774
A5042507268,A5042507268,Nannan Wang,Xidian University,I149594827,education,education,Other,Xidian University,education,Other,Xidian University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.147759257520295e-79,625
A5042508257,A5042508257,Nitin Srinivasan,Keck Hospital of USC,I2800154431,healthcare,healthcare,Other,Keck Hospital of USC,healthcare,Other,Keck Hospital of USC,Other,False,False,2,2024,0.00032682790176487064,11.0,0.0,2.2845392575979632e-62,1479
A5042511798,A5042511798,Jacob C. Cooper,University of Michigan,I27837315,education,education,Other,University of Michigan,education,Other,University of Michigan,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,444
A5042519138,A5042519138,Yahui Hu,Central South University,I139660479,education,education,Other,Central South University,education,Other,Central South University;Central South University of Forestry and Technology;Hunan Academy of Agricultural Sciences,Other,True,False,1,2024,0.00037351760201699503,8.0,0.0,3.3871904783342654e-65,150
A5042544148,A5042544148,Linjie Yang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,435
A5042559521,A5042559521,Alexander T. Archibald,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007003455037818657,15.0,0.0,5.063612664910643e-18,83
A5042560332,A5042560332,Ingo Einspieler,University Hospital Regensburg,I3129555431,healthcare,healthcare,Other,University Hospital Regensburg,healthcare,Other,University Hospital Regensburg,Other,False,False,1,2024,0.0006069661032776169,13.0,0.0,4.8102025873088156e-54,328
A5042562254,A5042562254,Benjamin Kompa,Harvard University,I136199984,education,education,Other,Harvard University,education,Other,Harvard University,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,1270
A5042575626,A5042575626,Chinmaya Kausik,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.8378181958581913e-11,22
A5042584669,A5042584669,Uttaran Bhattacharya,Adobe Systems (United States),I1306409833,company,company,Other,Adobe Systems (United States),company,Other,Adobe Systems (United States),Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,381
A5042587571,A5042587571,Wangmeng Zuo,Harbin Institute of Technology,I204983213,education,education,Other,Harbin Institute of Technology,education,Other,Harbin Institute of Technology,Other,False,False,2,2024,0.0004668970025212438,10.0,0.0,2.2138201987626297e-76,1472
A5042601761,A5042601761,Christopher Potts,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0006069661032776169,13.0,0.0,5.688562046824874e-07,72
A5042602326,A5042602326,Nasir Saeed,United Arab Emirates University,I201726411,education,education,Other,United Arab Emirates University,education,Other,United Arab Emirates University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1953561087342278e-71,298
A5042615241,A5042615241,Luis Miralles‐Pechuán,Technological University Dublin,I4210144925,education,education,Other,Technological University Dublin,education,Other,Technological University Dublin,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,1905
A5042623426,A5042623426,Christine McLeavey,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,1906
A5042625908,A5042625908,Jeevan Kandel,Jeonbuk National University,I80611190,education,education,Other,Jeonbuk National University,education,Other,Jeonbuk National University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,641
A5042636693,A5042636693,Xiangjuan Wu,Ningxia University,I21642278,education,education,Other,Ningxia University,education,Other,Ningxia University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,25
A5042642606,A5042642606,Daowei Yang,The University of Texas MD Anderson Cancer Center,I1343551460,healthcare,healthcare,Other,The University of Texas MD Anderson Cancer Center,healthcare,Other,The University of Texas MD Anderson Cancer Center,Other,False,False,1,2024,0.0009804837052946119,21.0,0.0,1.5364288848990256e-10,132
A5042646536,A5042646536,Silvio Savarese,Salesforce (United States),I4210155268,company,company,Other,Salesforce (United States),company,Other,Salesforce (United States),Other,False,False,1,2024,0.0005135867027733682,11.0,0.0,2.6264827634210306e-11,72
A5042665782,A5042665782,Lars Masanneck,Hasso Plattner Institute,I143288331,facility,research_institute,Other,Hasso Plattner Institute,research_institute,Other,Düsseldorf University Hospital;Hasso Plattner Institute;Heinrich Heine University Düsseldorf;University of Potsdam,Other,True,True,1,2024,0.0004668970025212438,10.0,0.0,1.7617873229081176e-61,1190
A5042668908,A5042668908,Ke Xiong,Beijing Jiaotong University,I21193070,education,education,Other,Beijing Jiaotong University,education,Other,Beijing Jiaotong University,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,7.625317231380806e-10,108
A5042671591,A5042671591,Shihe Wang,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,Beijing University of Posts and Telecommunications,education,Other,Beijing University of Posts and Telecommunications,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,1.821883149261061e-15,74
A5042674975,A5042674975,Gehong Yao,Shanghai Tenth People's Hospital,I4210132741,healthcare,healthcare,Other,Shanghai Tenth People's Hospital,healthcare,Other,Shanghai Tenth People's Hospital,Other,False,False,1,2024,0.0005135867027733682,11.0,0.0,8.490657135180201e-59,1194
A5042675595,A5042675595,Zexiao Wang,Shanghai Jiao Tong University,I183067930,education,education,Other,Shanghai Jiao Tong University,education,Other,Shanghai Jiao Tong University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,1907
A5042680345,A5042680345,Pichao Wang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,5.32130292907998e-19,134
A5042698075,A5042698075,George Shaikovski,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0015874498085722288,53.0,0.0,2.688815232885519e-16,768
A5042705542,A5042705542,Erik Hemberg,Vassar College,I126820664,education,education,Other,Vassar College,education,Other,Vassar College,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,81
A5042730121,A5042730121,Zihang Xu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,3.4543606166638217e-13,115
A5042746008,A5042746008,Sebastiano Battiato,University of Catania,I39063666,education,education,Other,University of Catania,education,Other,University of Catania,Other,False,False,2,2024,9.337940050424876e-05,4.0,0.0,8.58901067044337e-86,1045
A5042760618,A5042760618,Wenbo Huang,University of Tokyo Health Sciences,I4210117013,education,education,Other,University of Tokyo Health Sciences,education,Other,University of Tokyo Health Sciences,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,823
A5042760662,A5042760662,David J. Edwards,Birmingham City University,I12870472,education,education,Other,Birmingham City University,education,Other,Birmingham City University;University of Johannesburg,Other,True,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,1086
A5042767682,A5042767682,Frank Joublin,Honda (Germany),I4210112253,company,company,Other,Honda (Germany),company,Other,Honda (Germany),Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,1036
A5042774315,A5042774315,Yaxi Lu,Tsinghua University,I99065089,education,education,Other,Tsinghua University,education,Other,Tsinghua University,Other,False,False,1,2024,0.001727518909328602,37.0,0.0,4.820994478461326e-12,58
A5042790830,A5042790830,Michael V. Heinz,Dartmouth College,I107672454,education,education,Other,Dartmouth College,education,Other,Dartmouth College,Other,False,False,1,2024,0.0007470352040339901,16.0,0.0,4.227507949509148e-11,83
A5042795557,A5042795557,Rolf Jagerman,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Google (United States),Google / Google DeepMind / DeepMind,False,False,1,2024,0.0005135867027733682,11.0,0.0,4.7819396142085114e-11,12
