source,target,source_name,target_name,source_category,target_category,source_firm,target_firm,weight
I4210111144,I881766915,Tianneng Power (China),Nanjing University,company,education,Other,Other,1.0
I4210111163,I4210133016,Shanghai Open University,Motion Control (United States),education,company,Other,Other,1.0
I4210111288,I45129253,Meta (United Kingdom),University College London,company,education,Other,Other,1.0
I4210111298,I65446980,Logistics Management Institute (United States),National Chin-Yi University of Technology,company,education,Other,Other,1.0
I4210111636,I63966007,Oncor (United States),Massachusetts Institute of Technology,company,education,Other,Other,1.0
I4210111636,I91045830,Oncor (United States),Texas A&M University,company,education,Other,Other,1.0
I4210111835,I4210164862,Osaka Health Science University,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I4210112069,I49835588,Theranostics (New Zealand),Macao Polytechnic University,company,education,Other,Other,1.0
I4210112069,I91935597,Theranostics (New Zealand),University of South China,company,education,Other,Other,1.0
I4210112104,I55143463,Innovative Research (United States),University of Turin,company,education,Other,Other,1.0
I4210112104,I94509681,Innovative Research (United States),Technische Universität Braunschweig,company,education,Other,Other,1.0
I4210112286,I57206974,The Metropolitan Opera (United States),New York University,company,education,Other,Other,1.0
I4210112286,I63966007,The Metropolitan Opera (United States),Massachusetts Institute of Technology,company,education,Other,Other,1.0
I4210112286,I97018004,The Metropolitan Opera (United States),Stanford University,company,education,Other,Other,1.0
I4210112302,I4210142748,Coal Industry Jinan Design & Research Institute (China),Shandong Academy of Sciences,company,education,Other,Other,1.0
I4210112475,I78988378,Shenwu Technology Group Corp (China),Renmin University of China,company,education,Other,Other,1.0
I4210112475,I99065089,Shenwu Technology Group Corp (China),Tsinghua University,company,education,Other,Other,1.0
I4210112964,I4210130533,Taylor Wimpey (United Kingdom),University Centre of Legal Medicine,company,education,Other,Other,1.0
I4210113003,I47500176,Physical Sciences (United States),Belmont University,company,education,Other,Other,1.0
I4210113003,I5791819,Physical Sciences (United States),University of the Philippines Manila,company,education,Other,Other,1.0
I4210113003,I61923386,Physical Sciences (United States),Jawaharlal Institute of Post Graduate Medical Education and Research,company,education,Other,Other,1.0
I4210113058,I75124487,Roche (United Kingdom),Gdańsk Medical University,company,education,Other,Other,1.0
I4210113124,I887968799,Human Factors (Norway),RWTH Aachen University,company,education,Other,Other,1.0
I4210113179,I4210161436,Finis Terrae University,Neurotrack Technologies (United States),education,company,Other,Other,1.0
I4210113297,I45129253,Google (United Kingdom),University College London,company,education,Google / Google DeepMind / DeepMind,Other,5.0
I4210113297,I889458895,Google (United Kingdom),University of Hong Kong,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I4210113480,Google (United Kingdom),Mohamed bin Zayed University of Artificial Intelligence,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I4210135670,Google (United Kingdom),Amsterdam University of the Arts,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I57206974,Google (United Kingdom),New York University,company,education,Google / Google DeepMind / DeepMind,Other,2.0
I4210113297,I63966007,Google (United Kingdom),Massachusetts Institute of Technology,company,education,Google / Google DeepMind / DeepMind,Other,2.0
I4210113297,I70931966,Google (United Kingdom),Université de Montréal,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I74973139,Google (United Kingdom),Carnegie Mellon University,company,education,Google / Google DeepMind / DeepMind,Other,2.0
I4210113297,I887064364,Google (United Kingdom),University of Amsterdam,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I97018004,Google (United Kingdom),Stanford University,company,education,Google / Google DeepMind / DeepMind,Other,3.0
I4210113297,I82497590,Google (United Kingdom),Auburn University,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I42934936,Google (United Kingdom),Dublin City University,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I98259816,Google (United Kingdom),"Birkbeck, University of London",company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I4210119109,Google (United Kingdom),Indiana University Bloomington,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I4403386549,Google (United Kingdom),Munich Center for Machine Learning,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I592451,Google (United Kingdom),Indiana University,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I62916508,Google (United Kingdom),Technical University of Munich,company,education,Google / Google DeepMind / DeepMind,Other,2.0
I4210113297,I66752286,Google (United Kingdom),University of Milano-Bicocca,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I8087733,Google (United Kingdom),University of Tübingen,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I60053951,Google (United Kingdom),Universitat Politècnica de València,company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113297,I95457486,Google (United Kingdom),"University of California, Berkeley",company,education,Google / Google DeepMind / DeepMind,Other,1.0
I4210113369,I47508984,Microsoft Research Asia (China),Imperial College London,company,education,Microsoft,Other,1.0
I4210113369,I4210165038,Microsoft Research Asia (China),University of Chinese Academy of Sciences,company,education,Microsoft,Other,2.0
I4210113369,I4800084,Microsoft Research Asia (China),Southwest Jiaotong University,company,education,Microsoft,Other,1.0
I4210113369,I99065089,Microsoft Research Asia (China),Tsinghua University,company,education,Microsoft,Other,10.0
I4210113369,I47720641,Microsoft Research Asia (China),Huazhong University of Science and Technology,company,education,Microsoft,Other,2.0
I4210113369,I87445476,Microsoft Research Asia (China),Xi'an Jiaotong University,company,education,Microsoft,Other,5.0
I4210113369,I82880672,Microsoft Research Asia (China),Beihang University,company,education,Microsoft,Other,1.0
I4210113369,I5388228,Microsoft Research Asia (China),University of Rochester,company,education,Microsoft,Other,1.0
I4210113369,I78988378,Microsoft Research Asia (China),Renmin University of China,company,education,Microsoft,Other,2.0
I4210113369,I4210113480,Microsoft Research Asia (China),Mohamed bin Zayed University of Artificial Intelligence,company,education,Microsoft,Other,1.0
I4210113369,I4210135670,Microsoft Research Asia (China),Amsterdam University of the Arts,company,education,Microsoft,Other,1.0
I4210113369,I57206974,Microsoft Research Asia (China),New York University,company,education,Microsoft,Other,1.0
I4210113369,I63966007,Microsoft Research Asia (China),Massachusetts Institute of Technology,company,education,Microsoft,Other,1.0
I4210113369,I70931966,Microsoft Research Asia (China),Université de Montréal,company,education,Microsoft,Other,1.0
I4210113369,I74973139,Microsoft Research Asia (China),Carnegie Mellon University,company,education,Microsoft,Other,3.0
I4210113369,I887064364,Microsoft Research Asia (China),University of Amsterdam,company,education,Microsoft,Other,1.0
I4210113369,I97018004,Microsoft Research Asia (China),Stanford University,company,education,Microsoft,Other,1.0
I4210113369,I79891267,Microsoft Research Asia (China),Singapore Management University,company,education,Microsoft,Other,1.0
I4210113369,I4210116924,Microsoft Research Asia (China),"Chinese University of Hong Kong, Shenzhen",company,education,Microsoft,Other,1.0
I4210113369,I76569877,Microsoft Research Asia (China),Southeast University,company,education,Microsoft,Other,1.0
I4210113369,I76130692,Microsoft Research Asia (China),Zhejiang University,company,education,Microsoft,Other,1.0
I4210113369,I889458895,Microsoft Research Asia (China),University of Hong Kong,company,education,Microsoft,Other,2.0
I4210113369,I4394709157,Microsoft Research Asia (China),"Eastern Institute of Technology, Ningbo",company,education,Microsoft,Other,1.0
I4210113436,I87216513,SC Solutions (United States),Michigan State University,company,education,Other,Other,1.0
I4210113480,I4210127875,Mohamed bin Zayed University of Artificial Intelligence,Nvidia (United States),education,company,Other,NVIDIA,1.0
I4210113480,I4210153546,Mohamed bin Zayed University of Artificial Intelligence,Flatiron Health (United States),education,company,Other,Other,1.0
I4210113480,I4210164862,Mohamed bin Zayed University of Artificial Intelligence,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I4210113480,I4210145812,Mohamed bin Zayed University of Artificial Intelligence,Cancer Genetics (United States),education,company,Other,Other,2.0
I4210113480,I4210164937,Mohamed bin Zayed University of Artificial Intelligence,Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I4210113480,RAW_META,Mohamed bin Zayed University of Artificial Intelligence,Meta AI,education,company,Other,Meta,1.0
I4210113480,I45928872,Mohamed bin Zayed University of Artificial Intelligence,Alibaba Group (China),education,company,Other,Other,1.0
I4210113480,RAW_MICROSOFT,Mohamed bin Zayed University of Artificial Intelligence,Microsoft Research,education,company,Other,Microsoft,1.0
I4210113490,I55732556,Infotec (United Kingdom),Arizona State University,company,education,Other,Other,1.0
I4210113490,I887064364,Infotec (United Kingdom),University of Amsterdam,company,education,Other,Other,1.0
I4210113490,I95457486,Infotec (United Kingdom),"University of California, Berkeley",company,education,Other,Other,1.0
I4210113490,I97018004,Infotec (United Kingdom),Stanford University,company,education,Other,Other,1.0
I4210113520,I4210114246,Brain (Germany),"UMIT - Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik",company,education,Other,Other,1.0
I4210113520,I8204097,Brain (Germany),Ludwig-Maximilians-Universität München,company,education,Other,Other,1.0
I4210113520,I97018004,Brain (Germany),Stanford University,company,education,Other,Other,1.0
I4210113748,I4432739,Midé Technology (United States),University of Bergen,company,education,Other,Other,1.0
I4210113748,I69768126,Midé Technology (United States),Hull York Medical School,company,education,Other,Other,1.0
I4210113795,I4210131871,Hubei University of Arts and Science,Shanxi Jincheng Anthracite Mining Group (China),education,company,Other,Other,1.0
I4210113821,I55215948,"Indian Institute of Information Technology, Pune",Tata Consultancy Services (India),education,company,Other,Other,1.0
I4210114081,I52010207,Korea Kacoh (South Korea),Keimyung University,company,education,Other,Other,1.0
I4210114081,I57664883,Korea Kacoh (South Korea),Ajou University,company,education,Other,Other,1.0
