author_id,author_name,year,all_institution_ids_this_year,all_institution_names_this_year,all_institution_types_this_year,all_target_firm_labels_this_year,has_company_affiliation_this_year,has_education_affiliation_this_year,has_research_institute_affiliation_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,has_company_and_education_this_year,has_company_and_research_institute_this_year,primary_institution_for_display_this_year,primary_institution_id_for_display_this_year,primary_institution_type_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,raw_recovered_affiliation_count_this_year
A5026110001,Zalán Borsos,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026110190,Ahmed A. Moustafa,2022,I120125038;I24027795;I63525965,Bond University;University of Johannesburg;Western Sydney University,education,Other,False,True,False,True,False,False,False,Bond University,I120125038,education,education,Other,0
A5026110584,Liam Wilbraham,2024,I7882870,University of Glasgow,education,Other,False,True,False,False,False,False,False,University of Glasgow,I7882870,education,education,Other,0
A5026113034,Thien Huu Nguyen,2022,I181233156,University of Oregon,education,Other,False,True,False,False,False,False,False,University of Oregon,I181233156,education,education,Other,0
A5026113034,Thien Huu Nguyen,2023,I181233156,University of Oregon,education,Other,False,True,False,False,False,False,False,University of Oregon,I181233156,education,education,Other,0
A5026113034,Thien Huu Nguyen,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026115671,Uddalak Das,2025,I152429107,Jawaharlal Nehru University,education,Other,False,True,False,False,False,False,False,Jawaharlal Nehru University,I152429107,education,education,Other,0
A5026116335,Rajavel Velayutham,2022,I199143407,Sunchon National University,education,Other,False,True,False,False,False,False,False,Sunchon National University,I199143407,education,education,Other,0
A5026117724,Yujing Hu,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026118622,Crysten E. Blaby‐Haas,2022,I200870766;I59553526,Brookhaven National Laboratory;Stony Brook University,education;facility,Other,False,True,True,True,True,False,False,Brookhaven National Laboratory,I200870766,facility,research_institute,Other,0
A5026120745,Melissa Kay Diliberti,2025,I1309849503,RAND Corporation,nonprofit,Other,False,False,False,False,False,False,False,RAND Corporation,I1309849503,nonprofit,nonprofit,Other,0
A5026120846,Marko Kumrić,2025,I92251255,University of Split,education,Other,False,True,False,False,False,False,False,University of Split,I92251255,education,education,Other,0
A5026125270,Vallari Jadav,2023,I4210089305,"Dr. D. Y. Patil Medical College, Hospital and Research Centre",healthcare,Other,False,False,False,False,False,False,False,"Dr. D. Y. Patil Medical College, Hospital and Research Centre",I4210089305,healthcare,healthcare,Other,0
A5026126556,N. Junath,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026127239,Mustapha Hedabou,2024,I4210131560,Université Mohammed VI Polytechnique,education,Other,False,True,False,False,False,False,False,Université Mohammed VI Polytechnique,I4210131560,education,education,Other,0
A5026130910,Tadayoshi Kohno,2024,I201448701,University of Washington,education,Other,False,True,False,False,False,False,False,University of Washington,I201448701,education,education,Other,0
A5026130910,Tadayoshi Kohno,2025,I184565670,Georgetown University,education,Other,False,True,False,False,False,False,False,Georgetown University,I184565670,education,education,Other,0
A5026130916,Sakshi Bhargava,2023,I2802127592,Ontario Genomics,nonprofit,Other,False,False,False,False,False,False,False,Ontario Genomics,I2802127592,nonprofit,nonprofit,Other,0
A5026133451,Ehsan Latif,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026133451,Ehsan Latif,2024,I165733156,University of Georgia,education,Other,False,True,False,False,False,False,False,University of Georgia,I165733156,education,education,Other,0
A5026133451,Ehsan Latif,2025,I165733156,University of Georgia,education,Other,False,True,False,False,False,False,False,University of Georgia,I165733156,education,education,Other,0
A5026142685,Shu Huang,2022,I241749;I4210096386,Bridge University;University of Cambridge,education,Other,False,True,False,True,False,False,False,Bridge University,I4210096386,education,education,Other,0
A5026143507,Ali Thabet,2023,I4210118911,META Group,company,Other,True,False,False,False,False,False,False,META Group,I4210118911,company,company,Other,0
A5026143507,Ali Thabet,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026144627,Robert Kaba Alhassan,2022,I201448701;I2799886695;I3143470655,Institute for Health Metrics and Evaluation;University of Washington;Veterans Health Administration,education;facility;government,Other,False,True,True,True,True,False,False,Institute for Health Metrics and Evaluation,I3143470655,facility,research_institute,Other,0
A5026145013,Hongzan Jiao,2025,I37461747,Wuhan University,education,Other,False,True,False,False,False,False,False,Wuhan University,I37461747,education,education,Other,0
A5026147191,Hyo‐Jeong So,2023,I138925566,Ewha Womans University,education,Other,False,True,False,False,False,False,False,Ewha Womans University,I138925566,education,education,Other,0
A5026147594,Stephen M. Strittmatter,2022,I32971472,Yale University,education,Other,False,True,False,False,False,False,False,Yale University,I32971472,education,education,Other,0
A5026149273,Christopher L. Buckley,2022,I162608824,University of Sussex,education,Other,False,True,False,False,False,False,False,University of Sussex,I162608824,education,education,Other,0
A5026149273,Christopher L. Buckley,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026151059,Asja Fischer,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026151059,Asja Fischer,2024,I904495901,Ruhr University Bochum,education,Other,False,True,False,False,False,False,False,Ruhr University Bochum,I904495901,education,education,Other,0
A5026151059,Asja Fischer,2025,I904495901,Ruhr University Bochum,education,Other,False,True,False,False,False,False,False,Ruhr University Bochum,I904495901,education,education,Other,0
A5026151620,Xingang Wang,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026154387,Fangyu Liu,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026157285,Alexander Panchenko,2022,I125989756,Skolkovo Institute of Science and Technology,education,Other,False,True,False,False,False,False,False,Skolkovo Institute of Science and Technology,I125989756,education,education,Other,0
A5026157285,Alexander Panchenko,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026158026,YiKun Zheng,2025,I146620803,Wenzhou University,education,Other,False,True,False,False,False,False,False,Wenzhou University,I146620803,education,education,Other,0
A5026160493,Albert E. Telfeian,2023,I27804330,Brown University,education,Other,False,True,False,False,False,False,False,Brown University,I27804330,education,education,Other,0
A5026163736,Salman Ali Syed,2022,I199702508,Jouf University,education,Other,False,True,False,False,False,False,False,Jouf University,I199702508,education,education,Other,0
A5026167547,Zuxuan Wu,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026167547,Zuxuan Wu,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026167547,Zuxuan Wu,2024,I24943067;I4210151021,Fudan University;Shanghai Institute of Computing Technology,education;facility,Other,False,True,True,True,True,False,False,Shanghai Institute of Computing Technology,I4210151021,facility,research_institute,Other,0
A5026167547,Zuxuan Wu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026169090,Meghana Kamineni,2023,I136199984;I4210087915,Harvard University;Massachusetts General Hospital,education;healthcare,Other,False,True,False,True,True,False,False,Harvard University,I136199984,education,education,Other,0
A5026169204,Sheng Zhong,2025,I37802460,Northwest University,education,Other,False,True,False,False,False,False,False,Northwest University,I37802460,education,education,Other,0
A5026173981,Zhuyi Angelina Li,2025,I78988378,Renmin University of China,education,Other,False,True,False,False,False,False,False,Renmin University of China,I78988378,education,education,Other,0
A5026180478,Ajay Mandlekar,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026180478,Ajay Mandlekar,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026182283,Ali Jawad Alrubaie,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026184280,Wenming Yang,2024,I3131625388;I99065089,Tsinghua University;University Town of Shenzhen,education,Other,False,True,False,True,False,False,False,Tsinghua University,I99065089,education,education,Other,0
A5026186598,Nirmala Devi Kathamuthu,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026186829,Zijie Huang,2024,I143593769,East China University of Science and Technology,education,Other,False,True,False,False,False,False,False,East China University of Science and Technology,I143593769,education,education,Other,0
A5026187828,Yongli Song,2022,I163151501,Hangzhou Normal University,education,Other,False,True,False,False,False,False,False,Hangzhou Normal University,I163151501,education,education,Other,0
A5026187989,Ruijun Gou,2022,I135714990,North University of China,education,Other,False,True,False,False,False,False,False,North University of China,I135714990,education,education,Other,0
A5026189296,Kent K. Chang,2023,I150468666;I95457486,"Emory University;University of California, Berkeley",education,Other,False,True,False,True,False,False,False,Emory University,I150468666,education,education,Other,0
A5026189787,Xitong Gao,2023,I19820366;I4210145761,Chinese Academy of Sciences;Shenzhen Institutes of Advanced Technology,facility;government,Other,False,False,True,True,True,False,False,Shenzhen Institutes of Advanced Technology,I4210145761,facility,research_institute,Other,0
A5026190613,Ibnu Rawandhy N. Hula,2022,I4210148414,Institut Agama Islam Negeri Bengkulu,education,Other,False,True,False,False,False,False,False,Institut Agama Islam Negeri Bengkulu,I4210148414,education,education,Other,0
A5026195457,Onur Taşar,2025,I4210094181,Copperas Cove Independent School District,education,Other,False,True,False,False,False,False,False,Copperas Cove Independent School District,I4210094181,education,education,Other,0
A5026198819,Mitchell Gordon,2023,I201448701,University of Washington,education,Other,False,True,False,False,False,False,False,University of Washington,I201448701,education,education,Other,0
A5026198819,Mitchell Gordon,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026201491,Aliasghar Arab,2025,I57206974,New York University,education,Other,False,True,False,False,False,False,False,New York University,I57206974,education,education,Other,0
A5026203522,Enrique Manjavacas,2022,I121797337,Leiden University,education,Other,False,True,False,False,False,False,False,Leiden University,I121797337,education,education,Other,0
A5026204977,Hanseok Ko,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026206371,Dingyan Wang,2025,I2802974365,Shanghai Innovative Research Center of Traditional Chinese Medicine,facility,Other,False,False,True,False,False,False,False,Shanghai Innovative Research Center of Traditional Chinese Medicine,I2802974365,facility,research_institute,Other,0
A5026207516,Yifan Wang,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5026211642,Huan Xiong,2025,I204983213;I4210113480,Harbin Institute of Technology;Mohamed bin Zayed University of Artificial Intelligence,education,Other,False,True,False,True,False,False,False,Harbin Institute of Technology,I204983213,education,education,Other,0
A5026215303,Aziz Sheikh,2022,I98677209,University of Edinburgh,education,Other,False,True,False,False,False,False,False,University of Edinburgh,I98677209,education,education,Other,0
A5026216235,Masafumi Kaiume,2024,I4210109338;I74801974,The University of Tokyo;University of Tokyo Hospital,education;healthcare,Other,False,True,False,True,True,False,False,The University of Tokyo,I74801974,education,education,Other,0
A5026219235,Corby Rosset,2023,I4210164937,Microsoft Research (United Kingdom),company,Microsoft,True,False,False,False,False,False,False,Microsoft Research (United Kingdom),I4210164937,company,company,Microsoft,0
A5026219235,Corby Rosset,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
